id,lyrics,label
T1_TRAIN_0239,"rico cuando chingamos. Baby, este es Sech, bad Bunny, baby Yeah, quizá fui muy ignorante Yeah, eh-eh, y hay cosa' que no sabemos Yeah-eh, quizá no puse de mi parte No, pero tú pusiste menos, la soledad no me asusta, pero dormir solo no me gusta. Y no sé por qué nos dejamo', si tú me amas y yo te amo, normal, yo sé que a vece' peleamo', pero qué rico cuando chingamo', eh, eh, eh. Ice, mami, si quiere' no' quedamo' como panas, entre tu' mala' decisione', yo no fui una mala, vuelve si a la felicida' le tiene' gana', ello' son el cabello negro y yo soy la cana, es que tú no cambia', te quita' el panty y te pone' mi suéter Champion, siempre que está' borracha, tú me llamas, y pasa las notas en mi cama. No Baby, no debí acostarme contigo, pero, no No-oh-oh-oh, si te atraparon, moléstate, pero, no, no diga' que no te gustó. Yeah, yeah, yeah, yeah, baby, te extraño todos los día', ey, nunca supe que te perdía, yo lo enrolaba, tú lo prendía', y el otro despué' que te venía' Wuh, ahora la cama se me hace gigante, nadie me da besito' para que me levante, espero que el perrito los jevo' te espante Eh, eh, eh, no sé si fue la distancia, o tal vez culpa de mi ignorancia Eh, no sé si fue por mi inmadurez, que mi nena no quiere volver Eh, quizá necesitaba espacio Eh, o ir má' despacio Eh, hoy prendí para fumar, me puse a recordar y pensar.",M
T1_TRAIN_0240,"Tú no te busca' cuarto' ni con la ubicación por GPS, a donde llego, hasta lo' generale' 'tán de pie, tú priva' en vacanón y todos lo' día' andando a pie', yo sueno en Nueva York, en Guachupita y La Bâtie, la calle 'tá prendía' cada ve' que el loco tira, y la mujere', mueven la' nalga' como Shakira, a lo' pariguayo' lo' mandamo' a hace' la fila, ¿Tú me viene' a monta' pila y ni siquiera te depila'?, tú no 'tá sonando, hay que ponerte par de pila', y en la discoteca, suena El Alfa por pila, a donde llego, la' mujere' a mí me miran pila, toma ese palito y la mierda de chivo apilo, ra-ta-ta-ta-ta-ta-tam, que llegó el sicario, en la calle, culo' disponible' tengo vario', tu mujer me busca para que le rompa lo' ovario', en el juego, tú ere' Luigi, pero yo soy Mario, chofer, que me deje en la esquina, que me pasé, cero coro con palomo', como debe se', ustede' tienen que besarme la mano y lo' pie', la' mujere' beben de la blanca y se quitan la sed, tengo verbo, cotorra, tigueraje y cutupla, tú no 'tá sonando en la calle, para que te supla', no te compare', que tú no ere' mi size, doy lo' cuarto' en la calle como que es un wifi. Ofrecome, pero a ese loco hay que darle banda, ¿Pero de qué hay que darle banda?, ¿De bicicleta? No, ¿De barco de lo' que llegan al muelle? No, ¡¿Pero de qué!. A mí hay que darme banda de camión. Dame, dame banda. Yo pego nuevo' talento' en lo que dicen Berenjena, pero con cotorra' de la' mía', nunca ajena', cadena falsifica', la medalla y el guillo, yo tengo má' valor que lo' que mata'n a Trujillo, él dice que él es duro, ahí es que yo me quillo, como dicen lo' españole': Si me lo dejan, lo pillo, tú me vas a llega' cuando deje de salir el Sol, o cuando jueguen tenis con pelota 'e basketball, yo cruzo lo' peaje', manito, sin pagar toll, si te pasa' conmigo, te llevo a visita' al doctor, pero no El Dotol que trabaja en Alofoke, si el dembow fuera un punto, yo soy el dueño del bloque. Eoh, al que se pase lo tajo Tajo, y a lo' palomo' me lo' como en gajo Gajo, el jefe del movimiento Huh!; ay, yo no te miento, chael Produciendo, a mí hay que darme banda de camión, el Abusador, luiso, alofoke, la Melma, el Jefe Records, ustede' creen que saben y no saben ni cruza' la calle, ¡Cuidado, ey-ey, ay, cuidado que te chocan, eoh! ¡Auh!, bárbaro, no hay forma, ofrecome.",M
T1_TRAIN_0241,"Vuelve, por favor como estés como sea que a nadie le importa, aunque te hayas manchado de todo para mí es igual. Desesperado, decidido a aceptar lo que sea, tú has ganado, ya lo ves que sin ti soy un hombre acabado, sin ganas de vivir.",M
T1_TRAIN_0242,"tickets as low as $70, caprichosa Maria, lo que quieres no lo se, yo no puedo comprenderte, caprichosa como el viento, hoy me pides mas amor, manana que te deje, que te alcanse aquella flor, que me suba a aquella rama, que me quede que me vaya, que te abraze fuerte, que te diga adios, caprichosa en el amor, como barca solitaria, como nina enamorada, hielo curo ya el momento, fuego que me abraza, que te bese sin parar, que de amor te vuelva loca, y cuando mi piel galopa por tu piel suave, empiezas a llorar, caprichosa Maria 3 veces.",NM
T1_TRAIN_0243,"Thalía Woh-oh-oh-oh, oh-oh-oh-oh, lali Oh-oh-oh-oh. Llegaste en tu carrito deportivo y dije Llegó Cupido, a solo dos segundos de mirarte, ya me habías convencido, con tus gafitas oscuras, reloj elegante, pero de la China, lanzaste un par de frases de internet, de esas recién aprendidas. Tú tienes el cuerpo duro y el cerebro en blanco, ¿Por qué no te lees un librito de vez en cuando?. Eres lindo, pero bruto, seduces, pero solo con el bulto, en el bolsillo solo hay sencillo, calladito es que te veo más bonito, tú tienes el talento bien oculto, estás bien rico para un ratico, no me digas nada y solo dame el gusto. Dame el gusto, soy Thalía, mucho gusto, pero no me hables tanto, baby, porque me asusto, ¿Esta noche qué haces? Ven y me complaces, tú está' bueno para que hagamos desastres, vamos a formar un alboroto, algo divertido, vamos a jugar al escondido, armemos destrozos, llenemos el pozo, tú eres bruto, papi, pero sabroso. Solo pégate un rato y pa-pa-pa, ah, mmm, eh Ven, dale, dale, oh, mmm, eh.",NM
T1_TRAIN_0244,"Quiero que brindemos por ella, despues de todo es mejor, que nunca sepa la pena, que compartimos tú y yo.",NM
T1_TRAIN_0245,"Es que la neta me encantas, de pies a cabeza me matas, conquistas con tu mirada, tú cuerpo es el que me atrapa, vete, déjalo, hermosa, apuesto que ni te da rosas, seré cosa contagiosa, complacerte a todas horas. Qué difícil es mirarte, sin poder yo enamorarme, no he conocido a nadie, que me tiene loco bastante, quiero robarte esta noche, besarte mientras tiempo corre, no hay amor, solo emociones, nuestro secreto sin dolores. Nadie podrá compararte, tus besos no me los da nadie, como me los das instante, contigo veo que no hay escape, soy malo y tú lo sabes, pero te gusta que soy así, baby aún no te marches, hay que repetirlo otra vez.",NM
T1_TRAIN_0246,"Tanto tiempo disfrutamos de este amor, nuestras almas se acercaron tanto así, que yo guardo tu sabor, pero tú llevas también, sabor a mi. No pretendo ser tu dueño, no soy nada yo no tengo vanidad, de mi vida doy lo bueno, soy tan pobre, que otra cosa puedo dar, pasaran más de mil años, muchos mas, yo no sé si tenga amor la eternidad, pero allá, tal como aquí, en la boca llevaras, sabor a mi.",NM
T1_TRAIN_0247,"Mark B, kevin Roldán, justin Quiles, farru, con Light G, yeah. Dice que ya no quiere más nada, pura falsedad, ya no sabe qué más inventar, di'que él se lo hace igual, pura falsedad, si como yo le doy, nadie le da. Agárrate Wuh, que te voy a hacer recordar Yeah-eh, cómo te lo hice ayer Oh-oh, no me vuelves a olvidar, no, oh, oh. ¡Farru!, agárrate, mai', del cohete, que vamo' para la luna, hoy se detiene la rueda de la fortuna, y se para hasta el tiempo, cuando tú me das esos besos que me encantan, y trépateme encima, agárrate de mí, baby, no me suelte' y acaríciame, que hoy vamo' a beber tú y yo, vamo' a emborracharno' haciendo el amor. Deja de decir mentira', si por mí, tú das hasta la vida Vida. Ella quiere con el bonitillo -tillo, le di un millón en prenda', arete' y guillo' -rete' y guillo', llevo tiempo mirándote y si te pillo, haré que La' Sombra' de Grey parezca un juego 'e niño', baby, tú, tiene' lo' truquito' que me prenden, inolvidable, como el 11 de septiembre, dale, mami, prende, prende; entiende ya. Quiero darte como aquella vez te di te acuerdas, te viniste 5 veces, te temblaban las piernas, el estaba como un loco llamando, y tu brincando encima de mi en el lambo, tu sabes que a tu novio, no lo quieres baby, no te creo nada, pura falsedad, cuento de hadas, sencillo, asegura mano y rodilla, por si se rompe la silla, yo quiero es darte no escucharte, me moría de ganas por la ropa quitarte, yo quiero hacer que tus gritos se escuchen en otra ciudad, para que nunca olvides a Kevin Roldan, deja el cuento, no le metamos sentimientos, que despues no quiero llanto, mejor tenemos sexo duro y quedamos contento'. Y agárrate, pero no me sueltes, mami, que yo te voy hacer olvidar todo lo que te hizo el tipo ese, bebiendo, bailando, fumando, haciendo el amor.",M
T1_TRAIN_0248,"Donde quiera que estés, amarte así me lastima, tu has sido mi peor error, te di todo lo que tenía, un amor sin condición. A tus besos a tu cuerpo, que no son par mi, yo sigo esperando, aunque me digas que es mentiras, lo que por ahí están murmurando, una mirada una sonrisa, que me dieras más de tus caricias, que suerte la mía, me duele mucho pero de ti. Que no diera por estar contigo, sigo aferrado a ti, de 6 a 6, buscando el sueño y no lo consigo, vivo en un mundo triste y vacío, solo Dios mi único testigo. Esclavo soy de tu amor, buscarte y no encontrarte, cuando más solo estoy, donde yo no existo, pero a pesar de tu desprecio, por ti yo todo lo doy. Eso sigue y ahí te lo dejo!.",NM
T1_TRAIN_0249,"Que bonitos ojos tienes, debajo de esas dos cejas. Ellos me quieren mirar, pero si tu no los dejas, ni siquiera parpadear. Malagueña salerosa, besar tus labios quisiera. Y decirte niña hermosa, que eres linda y hechicera, como el candor de una rosa. Si por pobre me desprecias, yo te concedo razón. Como el candor de una rosa.",NM
T1_TRAIN_0250,"Si se cayó de la rama, nadie se dio cuenta, nadie la echó en falta, nadie supo de su pena, si vino desde muy lejos, o si la tuvimos cerca, todo el tiempo sin saberlo, eso nadie lo recuerda, las vueltas que da la vida, esas nadie las espera, ni el fuego ni el agua pueden, gobernar a quien gobierna, dicen que no volverá, que ya no quiere ni vernos, pero sé que falta poco, en el aire, lo presiento, vendrá vestida de blanco a, perdonar a los cobardes, abrirá los corazones, y tendrás que arrodillarte.",NM
T1_TRAIN_0251,"No puedo remediar el sufrimiento, que ha causado esta separación, mi vida se ha quedado en un momento, de tristeza y desesperación. La gente sin saber continuamente, me pregunta qué ha sido de ti, disimulo sonreír, nada les puedo decir. Y así mientras el tiempo va pasando, va creciendo esta tristeza en mí, me muero por tenerte entre mis brazos, pero ya hasta tu huella perdí. Comprendo ahora lo poco que yo soy, sin tu querer, entre estas lágrimas, que nunca se acabarán, hasta que las seques tú. Háblame, si vieras cuánto bien me haría oír tu voz, hazlo ya, siquiera unas palabras y después adiós, el alma se me está haciendo pedazos, y te juro que más nada puedo hacer, llorando estoy el peor de mis fracasos, no, no quiero ver sin ti el amanecer.",NM
T1_TRAIN_0252,"Ven, te cuento de una vez, tu descanso está en la cama de mis pies, ven, te cuento un, dos, tres, mis pasitos son descalzos, sin estrés. Dime si hay otro lugar, para dejar mi corazón Mi corazón, ay, tienes razón, mejor, ¿por qué no nos vamos los dos?. Si tú quieres nos bañamos, para secarnos lo moja'o, si tu boca quiere beso, y tu cuerpo quiere de eso, arreglamos, si tú quieres un atajo y lo quieres por abajo, yo te llevo bien callado, vente para acá, vente para acá, vente para acá, ah-auh. Enamorados, qué calor, nos comimos boca a boca en el sillón, fue por hambre, fue por sed Fue por sed, me bebiste a fondo blanco con tu piel. All right, too right, baby, pretty Boy, Dirty Boy, baby, como me baila y me seduce, y cuando le apagan la' luce', ella se luce y yo se lo hago otra vez Otra vez, eh-yeh, llevo tanto tiempo mirando reaccionar jajaja, dime qué estás esperando baby, no hay demora, pégate a mí, bien rico a mí, no dejes que pasen las horas Uh-uh-uh, tu booty me arrebata, tu sonrisa me atrapa, quiero tenerte siempre y no dejarte sola, esta historia no se acaba, ven, vamo' para mi cama, esta noche tú te enamora', dime de una vez si es que al lado tuyo yo estaré, todo lo que pida' te daré jajaja. Vente para acá, vente para acá, vente para acá, ah-auh.",NM
T1_TRAIN_0253,"Yo sí lo conocí, vivía en la vecindad, jamás logró encontrar, trabajo más formal, machetero y vendedor de amor, pero la justicia le cayó, y al fin logró encontrar, en la feria la chamba ideal. Un día José leía su Kalimán, y de ahí se le ocurrió tomar, el nombre de Solín, y convertirse en un gran faquir, yo sí-í-í lo conocí, antes de que fuera popular, salir con su disfraz, y a toda la gente deslumbrar. Soy el gran Solín, leo las cartas, veo el futuro, hipnotizo, woh-ah, ¡uh!. Solín.",NM
T1_TRAIN_0254,"Yo soy el muchacho alegre, k me amanezco tomando, con mi botella de vino y, mi baraja jugando. Con una baraja nueva los, quisiera ver jugar haber, si conmigo pierden hasta, el modito de andar. Si kieres saber kien soy, pregúntaselo a cupido, yo soy el muchacho alegre, del cielo favorecido. No tengo padre ni madre, ni kien se duela de mi, solo la cama en k duermo, se compadece de mi. Eres como la sandia tienes, lo verde por fuera si, kieres k otra te goce, pidele a dios k me, muera. Ya con esta me, despido ha orillas, de un campo verde aki, se acaba cantando, versos del muchacho, alegre.",NM
T1_TRAIN_0255,"sobre tu piel mojada, letra de Vine a Buscarte, nunca he dicho que te quedes, por temor a que te vayas, ay ay ay, tú te fuiste y ahora entiendo, que callar no lleva a nada, ay ay ay. Y en el techo de mi alma tengo un hueco donde entra la lluvia, y me moja el alma, pocas cosas me dan miedo y una de ellas es perder la luz, de tu mirada. Vine a buscarte por que yo sueño contigo, y no pienso echarte al olvido esta vez, voy a amarrarme como velero a tu boca, y Hasta que te vuelvas loca lo haré, voy a llover sobre tu piel mojada. Hay un mapa de regreso, sólo sigue las señales, ay ay ay, no hay amor que sea perfecto, y el cariño es lo que vale, ay ay ay. Sólo tú, sabemos lo que el río va arrastrando, y es que yo sólo quiero que tú entiendas por qué es que te quiero tanto, te quiero tanto.",NM
T1_TRAIN_0256,"si estás tú, baby, tú-ú-ú. This is the remix, y me traje a Camilo. Tú 'tás para comerte toda, toíta', así estás tú, te ves tan rica, esa carita y ese tattoo, ay, hace' que la nota nunca se baje, no hace falta nada si estás tú Ra-Rauw, yeih. Yo no sé ni qué hacer No sé cuando estoy cerca de ti Wuh, tus ojos color café se apoderaron de mí Yih-ih, muero por un beso de esos que no son de amigos, ey De esos que no son de amigos, me di cuenta que por esa sonrisa yo vivo. Camilo, yo quiero conocerte como nadie te conoce, dime que me quieres para ponerlo en altavoces, para mostrarte que yo soy tuyo, en las costillas me tatúo tu nombre, yeah-eh-eh, ¿Qué es lo que tienes? Yo no sé, que me mata y no sé por qué, muéstrame ese tatuajito secreto que no se ve, porque tú, tú, con ese tattoo, -too, 'Tás para comerte toda, todita, bebé, ajá Todita. Dice, ey Na-na-na-na, es que yo no quiero a más nadie Uh-uh, que no seas tu en mi cama ¡Ah!, baby, cuando te despiertes, levántame antes que te vaya' Ey, solo tu boca es lo que desayuno ¡Muac!, siempre aprovecho el momento oportuno Yoh, como yo no hay ninguno, déjame ser tu número uno ¡Yah!. Yah, ra-Rauw Alejandro, camilo, esto es un remix para las nenas mala' y buena', jeje, ey, no hace falta nada, nada, si estás tú, baby, tú-ú-ú.",M
T1_TRAIN_0257,"Sabrá dios, si tú me quieres o me engañas, como no adivino, seguiré pensado que me quieres, solamente a mí, no tengo derecho en realidad, para durar de ti, para no vivir feliz, pero yo presiento, que no estas conmigo, aunque estas aquí.",NM
T1_TRAIN_0258,"Y esta va para todas aquellas que son, como una chica que yo conozco. Una novia yo tengo, es muy linda y traviesa, pero tiene un defecto, es niña fresa es niña fresa. Cuando vamos al baile, vamos varias parejas, como ya la conocen, llega el mesero, y todos empiezan. Que le sirvan tepache, ¡No, no!, que le sirvan cerveza, o un helado sorpresa. Qué es lo que quiere la nena, qué va a pedir la princesa, qué se le antoja a la reina. Hablado:, ¡Ash! Un bannana split, en buena onda ¿No?. == Música ==. ¿Qué les dije?. Hablado:, ¿Un tepachito?, ¿Qué te pasa?, para nada. Hablado:, uy que piñata, y conste que no quiero, hacer un oso, ¿OK?.",NM
T1_TRAIN_0259,"Ey, yo', austin, baby, luian, mambo Kingz, let us go. Hoy me levanté del lado izquierdo de la cama De la cama, de la cama, no quiero drama y por eso, enrolo un philliesito 'e marihuana, oh, oh, par de mile' me busqué joseando por la mañana, logré comprarme mi cubana, me compré mi carro y mi mansión en la nación americana, nací para ser millo, no quiero fama ¡Wouh!. Ya me acostumbré, ya me acostumbré, a siempre ganar como el veintitrés Yo', a callarle la boca al que no me cree, a no importarme el precio de lo que compré No joda', a clavarme toda estas putas de tres en tres Ey, yo'; wuh. Déjame contarte cómo yo lo hacía hace quince años atrás Atrás, me sentaba con Geezy, endecaba el kilo hasta que no quedaba más, ah No, no, no, luego las cosa' cambiaron Yeah y nos pusimo' a cantar Yeah, el mundo a viajar, la funda a llegar, ya no había que bregar, no, pero si tú quiere' que te hable de droga, con gusto, menor, yo te enseño Yes, conozco los capo' y ninguno son sapo'; dominican, puertorriqueño', no me llevo mucho con los empleado', ¿por qué?, por la sencilla razón ¿Por qué? de que me crié con los dueño' ¡Auh!, un día, un pana mío, un par de millone' de él me puso a contar, duré toda la noche contando billete' y la mano me empezó a picar, pasaron las hora' y yo estaba lejo' de todavía terminar Terminar, para mí que eso fue una señal Señal que luego me iba a tocar ¡Huh!. Me acostumbré a que el envidioso siempre me traicione Yeh, y que por la pauta, mi nombre mencione, sendo cabrón, sácate mi nombre de la boca, yo siempre picheo en la mía, tranquilo, díselo Luian, que te enganchaste el rabo de oro en el cuello y ahora pesa un kilo ¡jajaja!, la movie siempre es estelar, si no me crees, pregunta en el Banco Popular, los topos de kush, nunca de regular, esto es All-Star game, tú no vas a jugar, dando más palo' que David Ortíz, ando con Los Beatle', loco de entrarle a tiro' a Kiss, me acostumbré a modelo' con flow de París, yeh, el más odia'o: Donald Trump, aceite en el vaper, ya no fumen blunt, lo pongo a danzar kuduro, como Don, me tocan y adelanta el Armaggedon, ah Yeh, gracias a Dios por el don, desde que firmé, todos quieren coger pound, tumba la movie de Al Capone, que puedes ser Carter haciendo el three-sixty y te damos tapón, yeh. Yeh, bad Bunny, baby, dímelo, Arca, no hemo' falla'o un tema, mambo Kingz, oye, díselo, que la corona del trap la tenemo' nosotro', díselo, Luian, yeah-eh-eh-eh, hear This Music, ¡Wuh!.",M
T1_TRAIN_0260,"tu lengua ñaca, ñaca. Te vi corriendo por la calle, te dije tía para un momento, yo supongo que ya sabes, que desde que te vi te quiero, ya tenía gana' de hablarte, pero tú ni me mirabas, tu risa era incesante y mi llanto te gritaba. Felí, felí, entre tu' pienna', felí, felí, dándote guerra, felí, felí, tú con la regla, felí, felí, pintar parede', felí, felí, la polla tiesa, felí, felí, limpia mi semen. Tu mirada era veneno, tu sonrisa era pecado, tu boca un caramelo y yo un niño dese'perado, cada noche te deseo, deseo que estés a mi lado, siento el tacto de tu pelo enredado entre mis bajos. Con tu lengua, ah-ah-ah-ah, cómeme la polla con tu lengua, con tu legua, que te he dicho que me coma' la polla con tu lengua, con tu lengua, que te he dicho.",M
T1_TRAIN_0261,"lloro por ti, ahora lloro, lloran las rosas, el rocío ya se ha convertido en lágrimas, te me has ido, te he perdido oooh ooh. Falta el perfume, de tu piel por donde anduve, la silueta que veía, cuando cuando tú dormías.",NM
T1_TRAIN_0262,"Déjate caer, la tierra es al revés, la sangre es amarilla. Las horas no demoran, a mi alma desertora, explícalo muy bien, se abre la tierra, el cielo esta a mis pies.",NM
T1_TRAIN_0263,"Hay un baile muy moderno, que le gusta a todo el mundo, lo bailan en discotecas y las chicas lo vacilan. Y las muchachas lo imitan juao, juao, y los muchachos lo bailan juao, juao. El baile del perrito, el baile del perrito, el baile del perrito, todos quieren bailar, el baile del perrito si que te va a gustar. Y es que yo tengo un perrito que hace cosas muy bonitas, cuando se siente contento el mueve la cinturita. En mi casa no se baila el perrito, no señor. Papi no seas asi, no te pongas guapo, ese baile le gusta a todos los muchachos, que no me de consejos, que yo no quiero ver, bailando a esa niña como una mujer, ese ritmo le gusta a todos y se baila asi, el baile del perro ju!. Que lo baile de lado, que lo baile abajao', pide el mambo, que los esta alborotando, que lo baile la vieja y lo baila aquella señorita, y no es por ti lo de la niña, es porque esta emocionadita. El baile del perro ju!.",M
T1_TRAIN_0264,"De nuevo aquí, ¿es de noche o es de día?, tarde para ver reflejar el rostro, de alguien a quien solía conocer. Todo es muy normal, y cada quién a su palma y voces escucha, suplicando una salida, es muy temprano para llorar. Quiero mirar el sol tan cerca, y buscar sentir el calor que me quema, y me haga olvidar estas ganas de pensar, pensar. Uh-uh-uh-uh. Si el cielo duerme, yo lo observo Y pienso, en esa estrella tan lejana Oh-oh, aún si todo me hiciera llorar, la luna es bonita y suele murmurar, si todo es triste, no siempre es igual. Dejen de llorar.",NM
T1_TRAIN_0265,"de el mechón, préndeme el mechón, mamá el mechón.",NM
T1_TRAIN_0266,"Vivir en México es lo peor, nuestro gobierno esta muy mal, y nadie puede protestar, porque lo llevan a encerrar. Muchos azules en la ciudad, a toda hora queriendo agandallar, no, ya no los quiero ver más. Y las tocadas de rock, ya nos las quieren quitar, ya solo va a poder tocar, el hijo de Díaz Ordaz.",NM
T1_TRAIN_0267,"Qué chimba ¡Chiva!. Niño, parcero, mi llave, la buena, toda las chimbitas y todo' los parceros, prepárense, porque como ustedes saben, comenzó esto, la guaracha, mijo, la guaracha, jajaja, ¿Sabe qué, mono?, no le niegue. Qué chimba ¡Eo!, qué chimba Chiva, maluma, baby; Víctor Cárdenas, maluma, baby. Si en el Lleras si empezamos con el guaro, en el parque rematamos con roncito Oh-oh, a Sabaneta le llegamos a caballo Oh-oh, y en La' Palma' al mirador con un bluntcito.",NM
T1_TRAIN_0268,"Intro de Guitarra. Yo vengo amigo a contarle, algo que está muy de moda, que si alguno le incomoda, ahí es donde esta el detalle. Es la mujer policía, algo nuevo en la nación, que con falda y un bluson, puede mandarlo a prisión. Ayer tarde estaba yo, caminando por El Conde, y vi esa mujer tan bella, con cartera y uniforme. Me arrestó porque le dije, que bonita cinturita, miren que caro salió, con aquella señorita. Imagínese ustedes, como han cambiado los tiempos, enamora una mujer, y le sale un sargento. Esa chica tan hermosa, no la vuelvo a enamorar, no quiero que me sorprenda, una mujer general. Imagínese ustedes con mi esposa policía, pues, tendré que andar derecho, toda la noche y el día, si por cosa de la vida, lo ascienden al coronel. Bueno .., ahí si es dura la cosa.",M
T1_TRAIN_0269,"Nio. Tú ere' la número uno y como tú, no hay dos Ah-ah, con la cama, somos tre', ¿por qué no nos comemo'? Ah, estoy loco de ponerte en cuatro Ah, pero a ti sin cojone', aunque nos queremo'. Me llama' a las seis para fumarte otra de haze, son siete lo' pecado' que te quiero cometer, chingamo' en la V8, ni llegamo' al motel, comenzamo' a las nueve y terminamo' a las diez. A. m. Ah, cuando la toco, ella de una se viene, estoy para darte lo que tú mе ordene', solo me busca' cuando tе conviene, ey Ah, a. m.. Y ya tú me conoce', a tresciento' por la Montse, me da' la verde y llego ante' de la' once, salimo' 'e Carolina, terminamo' por Ponce, si tú me quiere' ver, ¿por qué me pichea', entonce'?, déjate ver, para terminar lo que no hicimo' ayer, el tiempo es corto y no lo voy a perder, yo quiero volver a probar tu piel ante' que sean las doce. Nio, flow La Movie, yeah-yeah, goldi, el sonido, ey Xound, yama.",M
T1_TRAIN_0270,"Ya no serán los campos, sólo de algunos, para recibir el pueblo, todos lo frutos. Nacionalizaremos, muchas riquezas, sistemas financieros, grandes empresas. Y se irán expropiando, carbón y yodo, salitre y otras hierbas, poquito a poco. Toda la minería, el hierro y cobre, con las demás riquezas, de nuestro norte. En poder de señores, que hablan en gringo, y unos pocos criollos, que da lo mismo. Hay algunos propietarios, los pequeños y medianos, agrícolas e industriales, que también son explotados. Son víctimas directas, de monopolios, que por todo les pagan, menos que el costo. Son propiedad privada, y en el gobierno, con mayor garantía, seguirán siendo. Pero no hay que enchuecarse, con los empleados, y para los obreros, buenos salarios.",NM
T1_TRAIN_0271,"¡Soso!, ay, ah, ah. Soy una nena rebelde ¡-belde, -belde!, me botan de la escuela porque quemo de la verde, encima de la profe me fajé con el conserje, la directora no me quiere, porque en el patio le armé una orgía, en el recreo con todos la' menore', en esa escuela, me cogí hasta con lo' maricone', me chеquearon la mochila, encontraron una Gillette, par dе cuchillo', un cigarrillo y como die' condone'. Desacato escolar, donde está la verdadera calentura vaginal, ah. Qué fresca' son la' mujere', quieren singa' conmigo a la mala, quieren de esa che-le, quieren que yo se lo pelee, que le' rompa lo' brasiere', y que le' dé por el chiquito aunque me digan que le' duele, 'Tán fronteando, pero no tienen ni un chele, el hijo de Michelito, el que tiene lo' cascabele'; soy yo, ustede' no corren, nada má' 'tán en huele', soy el máximo, El Meloso; la parita de todos ustede', le doy en la escuela, le doy donde sea; hasta 'onde la abuela, pero yo le doy su pela normal para que a ella le duela, ella 'tá clariza que yo mangué con Pamela, que le rompí su culito en el baño de la escuela. Y ella me pedía ¡Leche, leche!, nada má' quería ¡Leche, leche!, ella quería que yo se la eche, eh. Mmm, Tokischa-Tokischa, paulus Music, 21 Grounds, one Tracker, leo RD produciendo, ah, ay, tu Meloso en la casa, diablo, Tokischa, tú te pasa', tu Meloso, mami, el que má' pica, mmm, dame esa cuquita, el Meloso Music, matata Music, 0201 Music, el Jefe Records, leo RD, manito Records, eh... Shelow Shacalaca, shelow Shaq, ¿qué lo que? Ven, dale de vaca, eh... esto es una frescura de verda', no es Boca Chica, la' mami' 'tán mojando y lo' tiguere' matando, antony Queen, pon la vaina en la radio crashea', ah, pero que Shelow Shaq es el profesor, diablo.",M
T1_TRAIN_0272,"A los que al contemplarme rodando en el fango quisieron llorar, a los que se pregunten porque mi talento no pudo triunfar, a los que me juzgaron sin darme derecho, siquiera de hablar, a todos los que quieran saber mi tragedia, la voy a contar. Yo siempre sostuve que no hay en el mundo ningún otro ser, que tenga belleza de pies a cabeza como la mujer, ellas son la vida, la chispa divina, la razón de ser, ¿Qué de raro tiene que me haya perdido por una mujer?. No les apiade mi dolor profundo, yo solo fui el culpable en mi fracaso, porque pude haber sido el rey del mundo, pero encontré mujeres a mi paso.",NM
T1_TRAIN_0273,"Nadie como tъ, no quiero equivocarme, pero no ha habido nadie, donde encontrar mбs luz.....",NM
T1_TRAIN_0274,"Es la magia de tu cuerpo, o el perfume de tu aliento, es el fuego de tu hoguera, que me tiene prisionera, el veneno dulce de tu encanto, o es la llama que me va quemando, es la miel de tu ternura, la razón de mi locura, ¡No soy nada!, sin la luz de tu mirada, sin el eco de tu risa, que se cuela en mi ventana, eres dueño del calor, sobre mi almohada, de mis noches de nostalgia, de mis sueños y esperanzas. Eres piel morena, canto de pasión y arena, noche bajo las estrellas, playa, sol y palmeras, sueño de mi primavera. Son tus besos, dulce fruta que me embriaga, que se lleva mis tristezas, y devuelve al fin la calma, prisionera de tu amor en la alborada, que se quedan en el alma. Eres suave como el viento, eres dulce pensamiento, eres sol de mis trigales, eres miel de mis cañales.",NM
T1_TRAIN_0275,"Atentos los muchachos que pretendan conquistarnos,, no resultará tan complicado seguir ciertas instrucciones:, solo quiero que me cuides y me mimes cerca desde lejos,, que seas celoso sin que importe verme tontear con otros,, que me busques y me encuentres,, que me quieras sin quererme al fin.. Para conquistar, una de cal y otra de arena,, que aunque no sepa bien cual es la buena,, que estén las dos, es fundamental., que si lo dulce empalaga,, la sal me deja seca,, busquemos entre los dos,, la ideal combinación,, una agridulce solución.. Seguimos, insistimos, aclaro dificultades,, presten la atención precisa para parecer interesantes,, solo quiero que seas detallista sin comprarme regalos,, solo quiero que me llames cuando intuyas que lo necesito., que entiendas que hay síes que son noes,, y noes que son tal vez.. Cariñoso a veces borde,, siempre atento y sin agobios,, queriendo sin quererme al fin.. Entre los paisanos y los militares,, me salen a diario, novios a millares,, como monigotes vienen tras de mí,, y a todos les hago que bailen para mí..",M
